x,y
2.307040113429277,28.536447408260763
7.188999180876068,37.30654298921109
2.0762457584901197,25.453076396198433
6.051626624948138,42.984570765297384
2.3250758810735688,19.399457987348338
6.553041385711891,40.955987303090275
8.374328603099192,48.85164407855221
4.776080706363502,31.864724557448163
10.655161712161163,48.246042037892096
3.273142167516559,22.903909553278897
5.210013811143318,35.38726273021029
4.2412956866618305,31.533757016213602
5.60080241195835,39.490432571241584
7.4129646720813644,41.91028974696319
1.062481204959039,26.8344330379868
1.8766663258766445,24.311871601791747
1.757647734851564,24.932967193716348
3.2871558348864958,30.380410261165405
12.260678028607048,54.06256773024968
6.853112695902003,31.910426554182383
4.36628111265993,35.86925637313969
4.796126209115973,35.46515188381967
5.227323023557484,29.1027621647452
6.240238123693986,33.00652394042426
9.11785542570312,42.75137445619676
6.509405026558684,38.23925440736103
7.095346579787224,36.55514313535697
7.1975054479953995,39.47157573277976
7.779272626756982,45.21503367514844
5.310846618373504,30.578809723192116
6.689166789698268,41.30450580281663
8.612170229139782,42.04043105575748
6.220471013381015,40.210955948729875
5.622540027627814,36.88957446587198
5.400671033949124,31.830700222819296
2.7681709755515818,25.570303997904656
6.299795971943558,45.95095214120428
7.149605142000222,45.811776011390975
6.710051512307593,42.629776453228246
5.4033735680195925,39.372802192911685
8.902098249027777,43.12391529788516
3.4736298093227793,40.50663620759135
5.5383171527973225,40.84762709407116
6.9225010932138975,33.13647469541126
10.35365814195813,58.75721264342836
5.3892795296103815,39.22871250195612
5.279200846448614,29.918899451669862
4.7534817776474725,35.366980210894255
7.454763979153745,44.77428132989462
5.130933539548978,41.817985292102115
3.3264223417847427,33.6749084524548
7.446808138697801,39.244978163794045
1.0606384256069408,17.985148364415647
5.5214456510196435,38.36315670220987
8.40606762217567,38.01404754622546
5.004497078445066,37.58101013847394
4.6530699698912565,19.995225300453104
6.774222249929015,51.68522195003229
7.20948328360741,35.14064768496727
4.092737997221571,32.67968612149914
10.475904553399072,52.72819920650155
5.250027173915693,43.26630574699535
4.820256089772568,43.73420091973357
3.492987021502807,27.168888278531263
